id,left,top,right,bottom,District,DEM_mean,Slope_mean,LandCover_mean,ppp_sum,NDVI_JFM,NDVI_AMJ,NDVI_JAS,NDVI_OND,NDWI_JFM,NDWI_AMJ,NDWI_JAS,NDWI_OND,Soil_Phosp,Soil_Coppe,Soil_Iron,Soil_Magne,Rainfall,Soil_Boron,Soil_Alumi,Soil_Potas,LST_JFM,LST_AMJ,LST_JAS,LST_OND
1357,168564.9928,37771.7992000002,173564.9928,32771.7992000002,KASESE,1964.5291,89.9983,3,1940.9,0.40,0.54,0.08,0.43,0.78,0.08,0.05,0.82,2134.26,213.51,308.20,358.80,46.7807862860204,124.10,1190.17,264.93,1266,143,2610,560
1358,168564.9928,32771.7992000002,173564.9928,27771.7992000002,KASESE,1967.2006,89.9983,3,1330.5,0.01,0.12,0.80,0.95,0.28,0.03,0.27,0.93,1942.11,221.17,281.07,327.10,47.0903988834731,122.70,1199.09,239.32,1944,1620,2237,2589
1359,168564.9928,27771.7992000002,173564.9928,22771.7992000002,KASESE,1626.3213,89.9980,4,1226.1,0.22,0.69,0.44,0.98,1.00,0.93,0.76,0.72,1775.07,253.92,261.65,393.79,47.0903988834731,103.21,932.13,254.10,2963,539,2870,1920
1360,168564.9928,22771.7992000002,173564.9928,17771.7992000002,KASESE,1288.5096,89.9965,4,366.6,0.53,0.81,0.23,0.17,0.79,0.94,0.31,0.83,2121.60,256.44,281.42,484.04,45.0072849739439,90.17,813.10,268.38,780,2882,2206,207
1361,168564.9928,17771.7992000002,173564.9928,12771.7992000002,KASESE,1207.0258,89.9953,4,725.5,0.55,0.14,0.12,0.42,0.89,0.79,0.07,0.16,3687.04,239.89,284.40,519.99,44.2711966504192,102.61,800.57,315.72,1073,780,850,1344
1362,168564.9928,12771.7992000002,173564.9928,7771.79920000024,KASESE,1010.1615,89.8585,3,2773.9,0.57,0.16,0.51,0.61,0.29,0.33,0.99,0.45,4041.50,287.87,283.18,646.20,44.2711966504192,125.25,779.68,373.84,2186,213,717,224
1365,168564.9928,-2228.20079999976,173564.9928,-7228.20079999976,KASESE,931.3110,89.6095,2,1937.4,0.71,0.96,0.75,0.17,0.20,0.34,0.57,0.83,3903.50,445.51,180.40,879.63,42,149.71,667.88,1284.80,2431,1157,2177,1031
1368,168564.9928,-17228.2007999998,173564.9928,-22228.2007999998,RUBIRIZI,955.5593,89.3519,2,1691.9,0.26,0.79,0.62,0.80,0.83,0.50,0.66,0.39,2425.79,258.53,207.57,486.83,42,106.22,740.07,296.83,2854,1692,2389,257
1369,168564.9928,-22228.2007999998,173564.9928,-27228.2007999998,RUBIRIZI,961.9537,89.4418,2,106.2,0.35,0.60,0.25,0.58,0.27,0.60,0.73,0.27,1854.42,284.51,212.58,387.86,42,89.54,772.96,230.23,288,737,738,2080
1373,168564.9928,-42228.2007999998,173564.9928,-47228.2007999998,BUSHENYI,1423.6646,89.9625,1,2931.8,0.74,0.79,0.15,0.56,0.59,0.26,0.45,0.81,2183.04,222.16,227.69,246.90,38.3615955338922,69.02,1042.20,177.94,1665,1680,1418,1570
1374,168564.9928,-47228.2007999998,173564.9928,-52228.2007999998,BUSHENYI,1455.4942,89.9929,1,2211.5,0.95,0.86,0.41,0.56,0.74,0.29,0.76,0.29,2195.75,234.07,239.21,245.65,37.9211650675699,89.52,1074.40,195.90,2277,2912,2842,757
1375,168564.9928,-52228.2007999998,173564.9928,-57228.2007999998,BUSHENYI,1535.3230,89.9920,2,267.4,0.16,0.30,0.01,0.76,0.39,0.42,0.90,0.59,1733.41,234.75,224.19,280.20,36.1807977669461,98.95,1046.57,213.32,1135,877,1357,2322
1376,168564.9928,-57228.2007999998,173564.9928,-62228.2007999998,MITOOMA,1530.5566,89.9613,4,1378.4,0.34,0.66,0.57,0.62,0.57,0.77,0.92,0.64,1522.59,214.22,189.92,277.99,36.1807977669461,102.98,1109.60,207.69,1590,1795,2440,1301
1377,168564.9928,-62228.2007999998,173564.9928,-67228.2007999998,MITOOMA,1555.1214,89.9924,3,2229.3,0.10,0.33,0.31,0.64,0.98,0.82,0.03,0.14,1381.92,219.72,179.88,290.10,35.9248928950059,102.92,1096.42,194.48,2283,2013,443,2262
1378,168564.9928,-67228.2007999998,173564.9928,-72228.2007999998,MITOOMA,1642.9771,89.9925,3,185.7,0.72,0.15,0.82,0.56,0.62,0.98,0.06,0.19,1609.85,216.02,187.74,278.78,35.2711966504192,94.03,1140.43,195.18,1951,1984,1133,2642
1379,168564.9928,-72228.2007999998,173564.9928,-77228.2007999998,MITOOMA,1623.5151,89.9926,3,673.3,0.35,0.46,0.01,0.01,0.33,0.33,0.15,0.63,1808.33,218.90,199.19,281.14,35.2742438037947,98.05,1160.22,210.95,2241,381,2710,1769
1380,168564.9928,-77228.2007999998,173564.9928,-82228.2007999998,RUKUNGIRI,1599.4787,89.9946,3,1850.9,0.69,0.16,0.17,0.53,0.00,0.53,0.45,0.14,1811.43,224.12,200.60,306.01,29.8090131522579,92.71,1128.08,230.21,2353,162,123,2918
1381,168564.9928,-82228.2007999998,173564.9928,-87228.2007999998,NTUNGAMO,1533.6516,89.9939,3,362.3,0.22,0.44,0.48,0.85,0.61,0.74,0.05,0.27,1466.23,219.13,188.39,314.59,21,82.34,1113.16,241.22,2357,1587,2673,1769
1382,168564.9928,-87228.2007999998,173564.9928,-92228.2007999998,NTUNGAMO,1540.6873,89.9945,4,2052.3,0.87,0.52,0.93,0.30,0.69,0.94,0.08,0.24,1512.86,228.22,183.88,321.37,21,85.75,1012.07,255.37,2504,583,2600,1490
1383,168564.9928,-92228.2007999998,173564.9928,-97228.2007999998,NTUNGAMO,1454.1382,89.9926,4,1339.0,0.17,0.21,0.32,0.23,0.26,0.06,0.05,0.01,1616.25,229.84,178.69,346.57,21.9551942387138,91.21,981.98,280.81,2197,2026,2268,1289
1384,168564.9928,-97228.2007999998,173564.9928,-102228.2008,NTUNGAMO,1446.9007,89.9578,4,989.4,0.40,0.94,0.28,0.91,0.79,0.17,0.16,0.82,2050.64,235.82,190.64,325.95,23.1398010082115,92.44,904.64,275.69,2700,617,2263,2888
1385,168564.9928,-102228.2008,173564.9928,-107228.2008,NTUNGAMO,1567.5065,89.9943,4,648.2,0.63,0.42,0.20,0.81,0.71,0.81,0.42,0.10,1810.36,241.59,185.24,282.46,23.1398010082115,81.80,926.05,241.88,2082,2602,1609,49
1386,168564.9928,-107228.2008,173564.9928,-112228.2008,NTUNGAMO,1742.1176,89.9954,3,241.6,0.74,0.50,0.32,0.37,0.40,0.33,0.81,0.31,1654.56,215.18,195.36,278.10,30.3980638140847,55.20,1059.95,211.57,617,2481,2934,2691
1387,168564.9928,-112228.2008,173564.9928,-117228.2008,RUKIGA,1851.1423,89.9966,3,173.6,0.80,0.56,0.22,0.56,0.69,0.81,0.75,0.85,1879.07,184.20,211.02,252.88,36,74.54,1169.62,213.81,155,1557,1363,327
1388,168564.9928,-117228.2008,173564.9928,-122228.2008,RUKIGA,1966.3995,89.9961,3,835.5,0.75,0.18,0.31,0.15,0.76,0.72,0.11,0.42,1440.36,162.60,223.14,224.16,36,69.03,1240.79,185.73,837,1053,2004,1147
1389,168564.9928,-122228.2008,173564.9928,-127228.2008,RUKIGA,1855.6753,89.9033,3,430.4,0.93,0.98,0.30,0.36,0.19,0.49,0.31,0.27,1594.10,171.26,219.31,249.22,27.0293369674963,75.65,1163.30,198.26,2263,1108,2964,1857
1390,168564.9928,-127228.2008,173564.9928,-132228.2008,RUKIGA,1881.9588,89.9938,3,2459.2,0.26,0.43,0.46,0.62,0.47,0.22,0.36,0.71,1608.66,155.98,228.84,247.50,22.2388321626488,80.15,1211.85,191.68,526,1253,236,885
1391,168564.9928,-132228.2008,173564.9928,-137228.2008,KABALE,2010.9859,89.9972,3,1097.8,0.05,0.44,0.24,0.94,0.30,0.52,0.87,0.10,1409.43,149.05,233.66,245.69,22.2388321626488,75.92,1268.12,176.06,193,219,2391,2189
1392,168564.9928,-137228.2008,173564.9928,-142228.2008,KABALE,1917.0285,89.9648,4,2219.3,0.85,0.97,0.12,0.52,0.45,0.31,0.16,0.54,1349.94,167.25,216.30,255.78,21.3143557585736,67.78,1221.44,189.82,1890,483,963,627
1393,168564.9928,-142228.2008,173564.9928,-147228.2008,KABALE,1965.0758,89.9968,3,1023.1,0.46,0.13,0.85,0.44,0.23,0.67,0.79,0.40,1553.74,161.45,222.31,256.04,21,68.57,1225.70,195.79,1233,2237,969,537
1394,168564.9928,-147228.2008,173564.9928,-152228.2008,KABALE,1933.9894,89.8660,4,196.2,0.46,0.37,0.43,0.93,0.30,0.32,0.12,0.16,1789.48,165.97,238.30,271.65,21,71.37,1214.16,200.01,419,2299,289,1036
1395,168564.9928,-152228.2008,173564.9928,-157228.2008,KABALE,1977.4071,89.9341,3,278.6,0.70,0.90,0.05,0.64,0.29,0.34,0.46,0.47,1769.27,155.80,241.44,236.31,21,75.91,1199.61,187.06,1430,2029,2156,320
1396,168564.9928,-157228.2008,173564.9928,-162228.2008,KABALE,2041.2791,89.9649,3,1285.3,0.65,0.36,0.93,0.63,0.13,0.82,0.11,0.43,1934.80,146.27,273.70,210.83,21,75.97,1191.19,178.91,211,1552,2830,2115
1473,173564.9928,92771.7992000003,178564.9928,87771.7992000003,BUNDIBUGYO,714.7034,89.7794,1,2404.7,0.26,0.58,0.95,0.86,0.83,0.91,0.36,0.90,2040.06,274.01,198.84,285.15,46,126.84,786.91,175.98,2364,1544,2173,2397
1474,173564.9928,87771.7992000003,178564.9928,82771.7992000003,BUNDIBUGYO,811.7939,89.9898,3,174.5,0.62,0.29,0.40,0.12,0.89,0.07,0.12,0.31,1725.95,278.75,204.17,371.30,46,139.27,794.74,211.00,1253,494,1632,654
1475,173564.9928,82771.7992000003,178564.9928,77771.7992000002,BUNDIBUGYO,972.2188,89.9943,3,1349.0,0.72,0.75,0.14,0.94,0.07,0.01,0.50,0.45,2167.19,261.43,247.54,356.42,46,133.27,867.70,195.98,1636,1566,2325,1608
1476,173564.9928,77771.7992000002,178564.9928,72771.7992000002,BUNDIBUGYO,1529.3706,89.9978,2,2175.7,0.20,0.19,0.10,0.48,0.05,0.41,0.42,0.26,2226.19,200.64,271.83,327.30,46,115.87,1230.91,223.93,256,361,1119,1540
1477,173564.9928,72771.7992000002,178564.9928,67771.7992000002,BUNDIBUGYO,2386.2405,89.9985,1,1830.7,0.12,0.98,0.53,0.02,0.78,0.85,0.67,0.62,1882.03,161.76,311.02,261.46,46,104.29,1641.01,237.82,796,2948,2805,1892
1478,173564.9928,67771.7992000002,178564.9928,62771.7992000002,BUNDIBUGYO,2801.5444,89.9985,2,346.8,0.88,0.99,0.78,0.92,0.66,0.45,0.88,0.44,1586.20,148.68,289.40,247.14,46,112.08,1759.40,219.02,587,2058,757,2848
1479,173564.9928,62771.7992000002,178564.9928,57771.7992000002,BUNDIBUGYO,2759.7257,89.9986,1,2296.5,0.92,0.39,0.40,0.50,0.12,0.18,0.06,0.74,1968.09,155.20,297.84,280.44,46,115.43,1742.96,264.71,2350,2397,838,696
1480,173564.9928,57771.7992000002,178564.9928,52771.7992000002,KASESE,2291.4158,89.9984,2,2431.7,0.95,0.01,0.32,0.13,0.91,0.55,0.82,0.11,1948.53,179.64,290.41,302.55,46,122.99,1528.50,271.60,1212,1754,544,2338
1481,173564.9928,52771.7992000002,178564.9928,47771.7992000002,KASESE,2054.9427,89.9982,3,524.3,0.36,0.90,0.11,0.71,0.96,0.60,0.21,0.00,2161.06,202.27,301.33,318.65,46,119.49,1364.28,271.90,1097,2990,2831,240
1482,173564.9928,47771.7992000002,178564.9928,42771.7992000002,KASESE,1935.0198,89.9980,4,2223.7,0.48,0.12,0.67,0.29,0.49,0.67,0.88,0.73,2299.17,198.75,291.89,355.61,46,123.10,1203.10,261.33,2897,741,1594,1518
1483,173564.9928,42771.7992000002,178564.9928,37771.7992000002,KASESE,1652.4208,89.9976,4,2973.4,0.37,0.62,0.94,0.04,0.84,0.95,0.97,0.07,1717.27,244.42,260.95,379.26,46,119.46,911.04,239.93,1750,1767,996,2220
1484,173564.9928,37771.7992000002,178564.9928,32771.7992000002,KASESE,1390.5412,89.9935,4,1908.4,0.00,0.73,0.67,0.35,0.45,0.55,0.58,0.60,1465.01,299.78,271.82,473.55,46.6596171752351,104.62,823.21,276.39,1325,1600,2719,1699
1485,173564.9928,32771.7992000002,178564.9928,27771.7992000002,KASESE,1363.9825,89.9952,4,1923.9,0.04,0.55,0.34,0.66,0.61,0.65,0.82,0.43,2011.09,274.66,257.76,536.10,47,100.78,842.05,331.08,284,299,2945,1354
1486,173564.9928,27771.7992000002,178564.9928,22771.7992000002,KASESE,1292.1615,89.9970,4,2416.8,0.64,0.63,0.85,0.82,0.01,0.80,0.54,0.24,3139.19,266.36,260.10,473.42,47,98.00,810.29,277.75,504,2693,2247,2821
1487,173564.9928,22771.7992000002,178564.9928,17771.7992000002,KASESE,988.6159,89.8787,4,1458.8,0.83,0.88,0.94,0.16,0.13,0.20,0.56,0.55,3111.13,300.74,313.53,678.91,44.7832942754809,129.27,750.41,348.00,831,903,2366,152
1488,173564.9928,17771.7992000002,178564.9928,12771.7992000002,KASESE,944.9236,89.5926,2,1945.8,0.69,0.48,0.80,0.21,0.35,0.12,0.84,0.93,3093.19,311.19,299.27,697.58,44,123.05,759.44,368.60,1774,1295,1386,106
1489,173564.9928,12771.7992000002,178564.9928,7771.79920000024,KASESE,925.6752,89.0027,3,684.2,0.39,0.56,0.72,0.45,0.20,0.86,0.50,0.63,3588.36,372.97,238.75,702.40,44,117.52,723.53,441.78,436,832,616,25
1492,173564.9928,-2228.20079999976,178564.9928,-7228.20079999976,KASESE,929.3388,89.6083,2,2488.5,0.91,0.23,0.56,0.97,0.50,0.17,0.86,0.34,3488.09,408.05,187.67,816.70,42,157.11,652.86,709.17,1385,22,2160,1022
1495,173564.9928,-17228.2007999998,178564.9928,-22228.2007999998,RUBIRIZI,975.7747,89.5904,3,2682.6,0.28,0.12,0.85,0.26,0.16,0.23,0.87,0.65,2244.44,287.83,205.28,440.96,42,99.93,756.32,294.10,74,460,1430,2098
1499,173564.9928,-37228.2007999998,178564.9928,-42228.2007999998,RUBIRIZI,1483.6788,89.9943,2,1301.1,0.25,0.89,0.88,0.36,0.73,0.89,0.77,0.63,2191.19,234.22,235.15,272.92,38,96.53,991.01,170.23,964,2944,1075,2511
1500,173564.9928,-42228.2007999998,178564.9928,-47228.2007999998,BUSHENYI,1470.0219,89.9554,2,1996.6,0.57,0.03,0.59,0.52,0.62,0.57,0.13,0.57,1817.56,231.47,233.22,247.93,38,105.35,1059.40,189.80,607,2642,2850,2738
1501,173564.9928,-47228.2007999998,178564.9928,-52228.2007999998,BUSHENYI,1543.2855,89.9923,2,104.3,0.02,0.31,0.66,0.77,0.83,0.18,0.26,0.55,1678.09,231.74,210.82,273.20,37.5960831646127,100.52,1036.86,187.66,471,1375,110,1119
1502,173564.9928,-52228.2007999998,178564.9928,-57228.2007999998,BUSHENYI,1592.9934,89.9595,3,1014.8,0.91,0.58,0.66,0.60,0.17,0.04,0.99,0.23,1515.72,221.22,208.33,264.26,36,100.68,1113.77,196.11,2565,1122,527,2853
1503,173564.9928,-57228.2007999998,178564.9928,-62228.2007999998,BUSHENYI,1601.1464,89.9606,4,1576.1,0.34,0.84,0.71,0.12,0.48,0.86,0.18,0.73,1572.71,224.94,190.98,292.74,36,96.02,1100.19,200.79,2986,1920,1237,2449
1504,173564.9928,-62228.2007999998,178564.9928,-67228.2007999998,MITOOMA,1613.8477,89.9603,3,2944.3,0.39,0.29,0.25,0.03,0.97,0.23,0.19,0.63,1535.53,229.78,192.00,274.48,35.7186625353789,94.18,1144.86,190.42,2075,1142,2391,1627
1505,173564.9928,-67228.2007999998,178564.9928,-72228.2007999998,MITOOMA,1621.5029,89.9918,3,2344.8,0.16,0.07,0.24,0.47,0.14,0.52,0.76,0.98,1470.54,222.30,194.98,263.37,35,97.24,1133.66,190.34,1218,1651,2085,64
1506,173564.9928,-72228.2007999998,178564.9928,-77228.2007999998,MITOOMA,1620.9668,89.9305,3,2863.6,0.83,0.84,0.17,0.30,0.59,0.72,0.37,0.81,1738.04,215.26,210.61,298.38,35,92.07,1136.85,204.15,2396,665,1879,2886
1507,173564.9928,-77228.2007999998,178564.9928,-82228.2007999998,MITOOMA,1578.9451,89.9938,3,19.9,0.88,0.24,0.43,0.02,0.67,0.07,0.45,0.29,1583.69,226.94,205.38,340.60,29.6378841965173,79.85,1109.15,217.05,2818,2292,1500,1498
1508,173564.9928,-82228.2007999998,178564.9928,-87228.2007999998,NTUNGAMO,1524.0984,89.9915,3,112.5,0.52,0.90,0.77,0.21,0.53,0.24,0.96,0.45,1395.48,216.81,201.29,332.54,21,88.96,1099.65,232.82,1943,1664,1965,631
1509,173564.9928,-87228.2007999998,178564.9928,-92228.2007999998,NTUNGAMO,1561.8495,89.9946,4,2071.2,0.76,0.71,0.40,0.92,0.52,0.29,0.07,0.03,1288.95,219.05,188.23,313.04,21,93.86,1049.52,237.56,1450,1977,2151,1563
1510,173564.9928,-92228.2007999998,178564.9928,-97228.2007999998,NTUNGAMO,1461.3904,89.9931,4,28.5,0.28,0.74,0.34,0.12,0.70,0.42,0.25,0.68,1664.99,224.38,176.48,347.59,21,105.37,1006.71,284.58,2635,1865,350,2881
1513,173564.9928,-107228.2008,178564.9928,-112228.2008,NTUNGAMO,1592.1605,89.9922,4,1745.0,0.75,0.18,0.11,0.82,0.68,0.97,0.20,0.63,1400.13,221.83,183.33,276.53,29.465960920015,66.41,995.31,239.05,1187,498,994,2573
1514,173564.9928,-112228.2008,178564.9928,-117228.2008,NTUNGAMO,1603.9393,89.9872,4,2897.1,0.67,1.00,0.86,0.62,0.86,0.72,0.27,0.58,1580.11,214.29,194.26,292.23,36,68.54,991.16,239.94,2706,393,1254,2098
1515,173564.9928,-117228.2008,178564.9928,-122228.2008,RUKIGA,1816.3062,89.9962,3,2320.1,0.95,0.06,0.85,0.56,0.97,0.93,0.84,0.61,1865.04,207.15,204.71,276.98,36,61.62,1094.74,217.09,1205,1721,2140,2459
1516,173564.9928,-122228.2008,178564.9928,-127228.2008,RUKIGA,1899.7130,89.9968,3,2812.9,0.81,0.01,0.07,0.04,0.39,0.66,0.94,0.91,1706.43,186.94,212.37,229.57,26.2217640916837,51.67,1163.00,186.38,1568,611,544,484
1517,173564.9928,-127228.2008,178564.9928,-132228.2008,RUKIGA,1858.1941,89.9962,3,1483.9,0.68,0.94,0.64,0.37,0.38,0.00,0.28,0.33,1642.46,177.31,222.82,245.68,21,56.50,1140.19,192.02,2590,2686,2842,2608
1518,173564.9928,-132228.2008,178564.9928,-137228.2008,RUKIGA,1968.8289,89.9972,3,1722.0,0.64,0.20,0.34,0.96,0.99,0.54,0.13,0.84,1535.23,165.31,231.09,252.68,21,69.19,1205.31,181.76,305,1267,1238,367
1519,173564.9928,-137228.2008,178564.9928,-142228.2008,KABALE,1896.0573,89.9965,3,1690.5,0.11,0.15,0.79,0.98,0.52,0.43,0.86,0.26,1424.95,177.94,216.73,281.83,21,69.91,1183.39,199.52,2402,1952,2909,1727
1520,173564.9928,-142228.2008,178564.9928,-147228.2008,KABALE,1852.9575,89.9967,3,1625.6,0.99,0.13,0.17,0.23,0.86,0.12,0.14,1.00,1493.52,185.68,211.80,279.70,21,69.48,1179.88,197.91,2335,191,2831,2806
1521,173564.9928,-147228.2008,178564.9928,-152228.2008,KABALE,1978.4609,89.9666,3,1349.3,0.65,0.17,0.17,0.06,0.68,0.83,0.48,0.99,1481.39,161.84,233.68,245.77,21,72.57,1214.51,182.16,741,220,2810,431
1522,173564.9928,-152228.2008,178564.9928,-157228.2008,KABALE,1954.4576,89.9977,3,1301.8,0.55,0.27,0.71,0.02,0.03,0.81,0.39,0.63,1601.82,163.51,239.26,239.32,21,63.19,1214.18,195.35,552,2529,527,926
1600,178564.9928,92771.7992000003,183564.9928,87771.7992000003,BUNDIBUGYO,716.1433,89.8453,2,2548.9,0.12,0.05,0.84,0.65,0.06,0.39,0.73,0.37,2035.73,259.27,189.10,291.62,46,122.92,837.53,173.25,1693,1960,2934,2288
1601,178564.9928,87771.7992000003,183564.9928,82771.7992000003,BUNDIBUGYO,1074.8368,89.9958,3,1867.6,0.94,0.46,0.72,0.52,0.64,0.69,0.88,0.82,2155.48,254.43,240.07,347.70,46,125.14,884.17,207.82,1002,1040,610,1958
1602,178564.9928,82771.7992000003,183564.9928,77771.7992000002,BUNDIBUGYO,1710.5134,89.9982,2,1817.2,0.47,0.81,0.09,0.33,0.01,0.26,0.51,0.99,2203.40,190.57,271.37,302.26,46,112.67,1248.61,224.21,1825,1345,2189,2953
1603,178564.9928,77771.7992000002,183564.9928,72771.7992000002,BUNDIBUGYO,2241.5662,89.9983,2,784.1,0.53,0.71,0.96,0.75,0.73,0.00,0.56,0.46,1890.62,179.69,302.39,243.20,46,118.62,1466.75,198.06,1417,1131,2938,87
1604,178564.9928,72771.7992000002,183564.9928,67771.7992000002,BUNDIBUGYO,2401.0808,89.9984,3,2033.2,0.53,0.44,0.72,0.41,0.95,0.74,0.34,0.84,1792.70,167.64,307.97,265.27,46,121.16,1481.95,243.67,2445,1679,2626,110
1605,178564.9928,67771.7992000002,183564.9928,62771.7992000002,KABAROLE,2023.8964,89.9967,3,2532.6,0.69,0.87,0.17,0.80,0.57,0.80,0.42,0.11,1797.00,193.04,283.53,273.74,46,121.13,1298.82,230.37,1551,2175,959,1502
1606,178564.9928,62771.7992000002,183564.9928,57771.7992000002,BUNYANGABU,1815.9153,89.9955,4,1347.5,0.66,0.41,0.62,0.44,0.62,0.08,0.40,0.65,1748.45,221.68,284.76,294.54,46,121.20,1116.52,232.51,649,2720,2158,1684
1607,178564.9928,57771.7992000002,183564.9928,52771.7992000002,KASESE,1681.2016,89.9956,4,2233.7,0.13,0.11,0.95,0.95,0.16,0.23,0.28,0.45,1657.51,244.23,272.57,311.87,46,121.53,964.49,221.37,2470,782,64,558
1608,178564.9928,52771.7992000002,183564.9928,47771.7992000002,KASESE,1560.8594,89.9971,4,2583.7,0.47,0.41,0.78,0.48,0.92,0.64,0.46,0.10,1640.75,257.03,239.22,363.92,46,123.90,855.53,233.50,2619,1268,2560,825
1609,178564.9928,47771.7992000002,183564.9928,42771.7992000002,KASESE,1593.6606,89.9974,4,356.5,0.26,0.61,0.17,0.69,0.25,0.13,0.35,0.39,1580.29,251.09,239.47,363.08,46,113.20,869.49,248.41,2063,2816,1590,2672
1610,178564.9928,42771.7992000002,183564.9928,37771.7992000002,KASESE,1388.2397,89.9968,4,2818.7,0.62,0.69,0.67,0.30,0.77,0.63,0.33,0.10,1741.79,279.67,238.58,401.35,46,108.77,793.49,265.06,1505,7,2357,2221
1611,178564.9928,37771.7992000002,183564.9928,32771.7992000002,KASESE,1255.0147,89.9955,4,1082.6,0.84,0.38,0.22,0.36,0.75,0.30,0.47,0.16,2240.68,286.90,249.38,557.70,46.6596171752352,99.70,821.46,343.56,852,255,276,462
1612,178564.9928,32771.7992000002,183564.9928,27771.7992000002,KASESE,1137.1824,89.9916,4,710.8,0.25,0.09,0.90,0.15,0.27,0.79,0.64,0.60,2468.39,285.74,284.22,582.02,47,94.38,835.76,385.46,2574,2683,1463,1769
1613,178564.9928,27771.7992000002,183564.9928,22771.7992000002,KASESE,1016.9284,89.9769,4,750.0,0.21,0.92,0.93,0.74,0.92,0.99,0.12,0.40,2211.16,259.37,298.90,484.71,47,111.51,783.25,337.72,1620,2020,471,2126
1614,178564.9928,22771.7992000002,183564.9928,17771.7992000002,KASESE,949.7655,89.3440,3,607.1,0.30,0.76,0.32,0.58,0.86,0.02,0.54,0.97,2340.89,298.01,296.36,493.48,44.7832942754809,113.12,786.42,269.98,1595,47,882,2514
1615,178564.9928,17771.7992000002,183564.9928,12771.7992000002,KASESE,936.2668,89.0584,2,1215.8,0.94,0.75,0.47,0.83,0.32,0.60,0.04,0.87,2030.29,260.85,281.99,476.13,44,103.22,743.03,241.86,605,1170,1556,1013
1616,178564.9928,12771.7992000002,183564.9928,7771.79920000024,KASESE,924.8036,89.0855,2,1850.3,0.03,0.68,0.74,0.28,0.49,0.56,0.33,0.71,2080.52,274.07,238.65,503.83,44,95.98,690.72,281.00,591,251,754,2775
1626,178564.9928,-37228.2007999998,183564.9928,-42228.2007999998,RUBIRIZI,1472.9633,89.9968,2,1118.7,0.68,0.97,0.10,0.99,0.55,0.99,0.81,0.16,2339.53,239.42,243.76,317.54,38,97.88,974.00,178.99,1066,1670,2302,2693
1627,178564.9928,-42228.2007999998,183564.9928,-47228.2007999998,BUSHENYI,1437.6266,89.9606,4,169.7,0.49,0.74,0.03,0.38,0.95,0.75,0.46,0.83,1912.60,213.61,242.99,329.20,38,109.79,1030.79,219.03,1941,2626,2730,2860
1628,178564.9928,-47228.2007999998,183564.9928,-52228.2007999998,BUSHENYI,1516.0511,89.9936,3,2231.9,0.25,0.14,0.22,0.89,0.34,0.64,0.71,0.42,1558.00,213.07,202.75,289.11,37.5960831646127,99.68,1035.72,208.25,712,1995,2879,1619
1629,178564.9928,-52228.2007999998,183564.9928,-57228.2007999998,BUSHENYI,1566.2116,89.9927,4,2407.8,0.22,0.08,0.89,0.47,0.22,0.70,0.06,0.06,1460.48,214.83,197.18,289.11,36,101.77,1059.92,207.42,2974,1924,1511,978
1630,178564.9928,-57228.2007999998,183564.9928,-62228.2007999998,BUSHENYI,1614.7833,89.9597,3,1975.9,0.10,0.29,0.91,0.42,0.85,0.17,0.69,0.86,1544.03,227.18,197.93,274.30,36,96.08,1129.32,197.29,733,190,116,2448
1631,178564.9928,-62228.2007999998,183564.9928,-67228.2007999998,BUSHENYI,1595.0600,89.9898,3,381.3,0.45,0.91,0.43,0.63,0.57,0.46,0.94,1.00,1543.74,234.73,191.93,281.57,35.7186625353789,94.79,1087.45,206.56,217,2829,2695,1652
1632,178564.9928,-67228.2007999998,183564.9928,-72228.2007999998,BUSHENYI,1572.7670,89.9616,3,420.9,0.83,0.61,0.73,0.46,0.09,0.55,0.36,0.47,1421.24,230.67,188.26,282.91,35,95.16,1082.45,204.19,773,311,285,1036
1633,178564.9928,-72228.2007999998,183564.9928,-77228.2007999998,BUSHENYI,1576.7689,89.9923,3,2154.7,0.42,0.90,0.65,0.42,0.98,0.74,0.22,0.97,1608.88,211.65,216.28,310.64,35,91.93,1110.02,216.78,2933,1916,1106,285
1634,178564.9928,-77228.2007999998,183564.9928,-82228.2007999998,NTUNGAMO,1621.2184,89.9948,3,2373.2,0.67,0.66,0.90,0.43,0.10,0.61,0.01,0.48,1672.71,222.81,221.22,315.72,29.6378841965173,73.01,1125.59,208.09,2987,1602,1262,2153
1635,178564.9928,-82228.2007999998,183564.9928,-87228.2007999998,NTUNGAMO,1495.1241,89.9850,3,2079.0,0.50,0.80,0.98,0.36,0.47,0.19,0.39,0.78,1428.52,209.96,200.91,332.23,21,100.69,1126.01,228.46,1671,1473,1119,1165
1636,178564.9928,-87228.2007999998,183564.9928,-92228.2007999998,NTUNGAMO,1566.0329,89.9622,4,1573.1,0.97,0.59,0.63,0.51,0.77,0.40,0.22,0.64,1310.10,213.84,196.15,318.44,21,90.94,1020.98,222.11,2218,1149,46,974
1637,178564.9928,-92228.2007999998,183564.9928,-97228.2007999998,NTUNGAMO,1519.1673,89.9925,4,1149.1,0.94,0.72,0.64,0.61,0.08,0.46,0.94,0.18,1511.45,228.93,190.99,300.37,21,88.64,1007.15,253.47,2701,471,2774,1764
1639,178564.9928,-102228.2008,183564.9928,-107228.2008,NTUNGAMO,1488.8573,89.9937,4,1051.0,0.15,0.18,0.68,0.68,0.32,0.30,0.80,0.60,1842.81,245.01,181.58,321.39,21,78.04,854.82,249.63,1662,232,2055,2370
